"year","geo_id","name","median_home_value","median_contract_rent","dataset"
2019,"43340","Shreveport-Bossier City, LA Metro Area",142600,644,acs1
2011,"44940","Sumter, SC Metro Area",107900,491,acs1
2012,"44940","Sumter, SC Metro Area",101400,520,acs1
2013,"44940","Sumter, SC Metro Area",107700,499,acs1
2014,"44940","Sumter, SC Metro Area",117700,565,acs1
2015,"44940","Sumter, SC Metro Area",111100,509,acs1
2016,"44940","Sumter, SC Metro Area",100900,543,acs1
2017,"44940","Sumter, SC Metro Area",110900,492,acs1
2018,"44940","Sumter, SC Metro Area",123500,568,acs1
2019,"44940","Sumter, SC Metro Area",113700,569,acs1
2011,"43420","Sierra Vista-Douglas, AZ Metro Area",138700,583,acs1
2012,"43420","Sierra Vista-Douglas, AZ Metro Area",143200,610,acs1
2013,"43420","Sierra Vista-Douglas, AZ Metro Area",140700,605,acs1
2014,"43420","Sierra Vista-Douglas, AZ Metro Area",150000,636,acs1
2015,"43420","Sierra Vista-Douglas, AZ Metro Area",144800,660,acs1
2016,"43420","Sierra Vista-Douglas, AZ Metro Area",146900,606,acs1
2017,"43420","Sierra Vista-Douglas, AZ Metro Area",130100,642,acs1
2018,"43420","Sierra Vista-Douglas, AZ Metro Area",155600,642,acs1
2019,"43420","Sierra Vista-Douglas, AZ Metro Area",142200,635,acs1
2011,"43580","Sioux City, IA-NE-SD Metro Area",101100,467,acs1
2012,"43580","Sioux City, IA-NE-SD Metro Area",104500,509,acs1
2013,"43580","Sioux City, IA-NE-SD Metro Area",98500,556,acs1
2014,"43580","Sioux City, IA-NE-SD Metro Area",110200,516,acs1
2015,"43580","Sioux City, IA-NE-SD Metro Area",117600,520,acs1
2016,"43580","Sioux City, IA-NE-SD Metro Area",121700,542,acs1
2017,"43580","Sioux City, IA-NE-SD Metro Area",123700,577,acs1
2018,"43580","Sioux City, IA-NE-SD Metro Area",136000,614,acs1
2019,"43580","Sioux City, IA-NE-SD Metro Area",140400,652,acs1
2011,"43620","Sioux Falls, SD Metro Area",153900,593,acs1
2012,"43620","Sioux Falls, SD Metro Area",154800,601,acs1
2013,"43620","Sioux Falls, SD Metro Area",154500,634,acs1
2014,"43620","Sioux Falls, SD Metro Area",157200,608,acs1
2015,"43620","Sioux Falls, SD Metro Area",162900,632,acs1
2016,"43620","Sioux Falls, SD Metro Area",167900,676,acs1
2017,"43620","Sioux Falls, SD Metro Area",181000,709,acs1
2018,"43620","Sioux Falls, SD Metro Area",194700,717,acs1
2019,"43620","Sioux Falls, SD Metro Area",199500,725,acs1
2011,"43780","South Bend-Mishawaka, IN-MI Metro Area",123400,566,acs1
2012,"43780","South Bend-Mishawaka, IN-MI Metro Area",113600,590,acs1
2013,"43780","South Bend-Mishawaka, IN-MI Metro Area",118700,570,acs1
2014,"43780","South Bend-Mishawaka, IN-MI Metro Area",105300,576,acs1
2015,"43780","South Bend-Mishawaka, IN-MI Metro Area",113800,571,acs1
2016,"43780","South Bend-Mishawaka, IN-MI Metro Area",125900,589,acs1
2017,"43780","South Bend-Mishawaka, IN-MI Metro Area",128600,604,acs1
2018,"43780","South Bend-Mishawaka, IN-MI Metro Area",127300,628,acs1
2019,"43780","South Bend-Mishawaka, IN-MI Metro Area",136200,669,acs1
2011,"43900","Spartanburg, SC Metro Area",128000,489,acs1
2012,"43900","Spartanburg, SC Metro Area",123800,516,acs1
2013,"43900","Spartanburg, SC Metro Area",114800,535,acs1
2014,"43900","Spartanburg, SC Metro Area",118700,522,acs1
2015,"43900","Spartanburg, SC Metro Area",115200,532,acs1
2016,"43900","Spartanburg, SC Metro Area",124300,530,acs1
2017,"43900","Spartanburg, SC Metro Area",124700,544,acs1
2018,"43900","Spartanburg, SC Metro Area",130800,611,acs1
2019,"43900","Spartanburg, SC Metro Area",147800,590,acs1
2011,"44060","Spokane-Spokane Valley, WA Metro Area",187000,611,acs1
2012,"44060","Spokane-Spokane Valley, WA Metro Area",185600,630,acs1
2013,"44060","Spokane-Spokane Valley, WA Metro Area",174900,652,acs1
2014,"44060","Spokane-Spokane Valley, WA Metro Area",177600,654,acs1
2015,"44060","Spokane-Spokane Valley, WA Metro Area",181600,690,acs1
2016,"44060","Spokane-Spokane Valley, WA Metro Area",192400,683,acs1
2017,"44060","Spokane-Spokane Valley, WA Metro Area",200200,730,acs1
2018,"44060","Spokane-Spokane Valley, WA Metro Area",220800,727,acs1
2019,"44060","Spokane-Spokane Valley, WA Metro Area",239000,779,acs1
2011,"44100","Springfield, IL Metro Area",120700,528,acs1
2012,"44100","Springfield, IL Metro Area",127300,546,acs1
2013,"44100","Springfield, IL Metro Area",126600,554,acs1
2014,"44100","Springfield, IL Metro Area",130100,586,acs1
2015,"44100","Springfield, IL Metro Area",131600,576,acs1
2016,"44100","Springfield, IL Metro Area",134700,602,acs1
2017,"44100","Springfield, IL Metro Area",139800,622,acs1
2018,"44100","Springfield, IL Metro Area",138100,620,acs1
2019,"44100","Springfield, IL Metro Area",143400,658,acs1
2011,"44140","Springfield, MA Metro Area",220700,685,acs1
2012,"44140","Springfield, MA Metro Area",218600,680,acs1
2013,"44140","Springfield, MA Metro Area",210500,696,acs1
2014,"44140","Springfield, MA Metro Area",210900,735,acs1
2015,"44140","Springfield, MA Metro Area",214300,759,acs1
2016,"44140","Springfield, MA Metro Area",217200,783,acs1
2017,"44140","Springfield, MA Metro Area",219800,768,acs1
2018,"44140","Springfield, MA Metro Area",229100,798,acs1
2019,"44140","Springfield, MA Metro Area",237600,802,acs1
2011,"44180","Springfield, MO Metro Area",129800,509,acs1
2012,"44180","Springfield, MO Metro Area",126000,516,acs1
2013,"44180","Springfield, MO Metro Area",129700,528,acs1
2014,"44180","Springfield, MO Metro Area",124800,531,acs1
2015,"44180","Springfield, MO Metro Area",130700,540,acs1
2016,"44180","Springfield, MO Metro Area",137600,554,acs1
2017,"44180","Springfield, MO Metro Area",144100,565,acs1
2018,"44180","Springfield, MO Metro Area",148200,573,acs1
2019,"44180","Springfield, MO Metro Area",150100,596,acs1
2011,"44220","Springfield, OH Metro Area",102000,490,acs1
2012,"44220","Springfield, OH Metro Area",110300,495,acs1
2013,"44220","Springfield, OH Metro Area",101300,502,acs1
2014,"44220","Springfield, OH Metro Area",102300,491,acs1
2015,"44220","Springfield, OH Metro Area",100800,520,acs1
2016,"44220","Springfield, OH Metro Area",102100,537,acs1
2017,"44220","Springfield, OH Metro Area",109500,566,acs1
2018,"44220","Springfield, OH Metro Area",121000,524,acs1
2019,"44220","Springfield, OH Metro Area",119200,562,acs1
2011,"44300","State College, PA Metro Area",192100,760,acs1
2012,"44300","State College, PA Metro Area",187800,751,acs1
2013,"44300","State College, PA Metro Area",196100,815,acs1
2014,"44300","State College, PA Metro Area",198700,800,acs1
2015,"44300","State College, PA Metro Area",198500,811,acs1
2016,"44300","State College, PA Metro Area",206600,855,acs1
2017,"44300","State College, PA Metro Area",224400,907,acs1
2018,"44300","State College, PA Metro Area",232300,858,acs1
2019,"44300","State College, PA Metro Area",234700,828,acs1
2011,"44420","Staunton-Waynesboro, VA Metro Area",193200,529,acs1
2012,"44420","Staunton-Waynesboro, VA Metro Area",184800,573,acs1
2013,"44420","Staunton-Waynesboro, VA Metro Area",177100,651,acs1
2014,"44420","Staunton-Waynesboro, VA Metro Area",187800,604,acs1
2015,"44420","Staunton-Waynesboro, VA Metro Area",181800,669,acs1
2016,"44420","Staunton-Waynesboro, VA Metro Area",186900,649,acs1
2017,"44420","Staunton-Waynesboro, VA Metro Area",194200,653,acs1
2018,"44420","Staunton-Waynesboro, VA Metro Area",194300,701,acs1
2019,"44420","Staunton-Waynesboro, VA Metro Area",209100,707,acs1
2011,"44700","Stockton-Lodi, CA Metro Area",213400,848,acs1
2012,"44700","Stockton-Lodi, CA Metro Area",196800,834,acs1
2013,"44700","Stockton-Lodi, CA Metro Area",190600,845,acs1
2014,"44700","Stockton-Lodi, CA Metro Area",208900,849,acs1
2015,"44700","Stockton-Lodi, CA Metro Area",250800,864,acs1
2016,"44700","Stockton-Lodi, CA Metro Area",278400,880,acs1
2017,"44700","Stockton-Lodi, CA Metro Area",316000,900,acs1
2018,"44700","Stockton-Lodi, CA Metro Area",349200,967,acs1
2019,"44700","Stockton-Lodi, CA Metro Area",366000,1034,acs1
2011,"45060","Syracuse, NY Metro Area",122700,593,acs1
2012,"45060","Syracuse, NY Metro Area",125100,607,acs1
2013,"45060","Syracuse, NY Metro Area",124400,620,acs1
2014,"45060","Syracuse, NY Metro Area",124300,626,acs1
2015,"45060","Syracuse, NY Metro Area",126900,645,acs1
2016,"45060","Syracuse, NY Metro Area",131500,685,acs1
2017,"45060","Syracuse, NY Metro Area",133300,683,acs1
2018,"45060","Syracuse, NY Metro Area",139400,717,acs1
2019,"45060","Syracuse, NY Metro Area",140000,731,acs1
2011,"45220","Tallahassee, FL Metro Area",167800,682,acs1
2012,"45220","Tallahassee, FL Metro Area",167300,700,acs1
2013,"45220","Tallahassee, FL Metro Area",164900,697,acs1
2014,"45220","Tallahassee, FL Metro Area",159700,678,acs1
2015,"45220","Tallahassee, FL Metro Area",167000,723,acs1
2016,"45220","Tallahassee, FL Metro Area",160100,730,acs1
2017,"45220","Tallahassee, FL Metro Area",171600,759,acs1
2018,"45220","Tallahassee, FL Metro Area",182600,795,acs1
2019,"45220","Tallahassee, FL Metro Area",182700,750,acs1
2011,"45300","Tampa-St. Petersburg-Clearwater, FL Metro Area",152200,752,acs1
2012,"45300","Tampa-St. Petersburg-Clearwater, FL Metro Area",137400,755,acs1
2013,"45300","Tampa-St. Petersburg-Clearwater, FL Metro Area",132400,763,acs1
2014,"45300","Tampa-St. Petersburg-Clearwater, FL Metro Area",135400,795,acs1
2015,"45300","Tampa-St. Petersburg-Clearwater, FL Metro Area",149500,817,acs1
2016,"45300","Tampa-St. Petersburg-Clearwater, FL Metro Area",165600,839,acs1
2017,"45300","Tampa-St. Petersburg-Clearwater, FL Metro Area",175200,879,acs1
2018,"45300","Tampa-St. Petersburg-Clearwater, FL Metro Area",191200,918,acs1
2019,"45300","Tampa-St. Petersburg-Clearwater, FL Metro Area",210000,975,acs1
2011,"45460","Terre Haute, IN Metro Area",87200,488,acs1
2012,"45460","Terre Haute, IN Metro Area",88700,506,acs1
2013,"45460","Terre Haute, IN Metro Area",90300,472,acs1
2014,"45460","Terre Haute, IN Metro Area",89700,491,acs1
2015,"45460","Terre Haute, IN Metro Area",89000,498,acs1
2016,"45460","Terre Haute, IN Metro Area",87500,496,acs1
2017,"45460","Terre Haute, IN Metro Area",94500,507,acs1
2018,"45460","Terre Haute, IN Metro Area",88800,565,acs1
2019,"45460","Terre Haute, IN Metro Area",99700,525,acs1
2011,"45500","Texarkana, TX-AR Metro Area",89100,517,acs1
2012,"45500","Texarkana, TX-AR Metro Area",97700,482,acs1
2013,"45500","Texarkana, TX-AR Metro Area",91400,516,acs1
2014,"45500","Texarkana, TX-AR Metro Area",104700,508,acs1
2015,"45500","Texarkana, TX-AR Metro Area",99300,555,acs1
2016,"45500","Texarkana, TX-AR Metro Area",97900,523,acs1
2017,"45500","Texarkana, TX-AR Metro Area",109200,524,acs1
2018,"45500","Texarkana, TX-AR Metro Area",116500,536,acs1
2019,"45500","Texarkana, TX-AR Metro Area",110900,599,acs1
2013,"45540","The Villages, FL Metro Area",187700,623,acs1
2014,"45540","The Villages, FL Metro Area",218800,704,acs1
2015,"45540","The Villages, FL Metro Area",224200,603,acs1
2016,"45540","The Villages, FL Metro Area",243500,653,acs1
2017,"45540","The Villages, FL Metro Area",249500,774,acs1
2018,"45540","The Villages, FL Metro Area",259000,640,acs1
2019,"45540","The Villages, FL Metro Area",255200,755,acs1
2011,"47220","Vineland-Bridgeton, NJ Metro Area",177600,729,acs1
2012,"47220","Vineland-Bridgeton, NJ Metro Area",166600,730,acs1
2013,"47220","Vineland-Bridgeton, NJ Metro Area",165300,782,acs1
2014,"47220","Vineland-Bridgeton, NJ Metro Area",158800,765,acs1
2015,"47220","Vineland-Bridgeton, NJ Metro Area",166000,794,acs1
2016,"47220","Vineland-Bridgeton, NJ Metro Area",157300,798,acs1
2017,"47220","Vineland-Bridgeton, NJ Metro Area",165900,814,acs1
2018,"47220","Vineland-Bridgeton, NJ Metro Area",162100,824,acs1
2019,"47220","Vineland-Bridgeton, NJ Metro Area",166900,848,acs1
2011,"45780","Toledo, OH Metro Area",123800,515,acs1
2012,"45780","Toledo, OH Metro Area",117700,525,acs1
2013,"45780","Toledo, OH Metro Area",114900,517,acs1
2014,"45780","Toledo, OH Metro Area",110900,534,acs1
2015,"45780","Toledo, OH Metro Area",117200,533,acs1
2016,"45780","Toledo, OH Metro Area",118700,553,acs1
2017,"45780","Toledo, OH Metro Area",129200,566,acs1
2018,"45780","Toledo, OH Metro Area",130700,580,acs1
2019,"45780","Toledo, OH Metro Area",130500,593,acs1
2011,"45820","Topeka, KS Metro Area",122300,496,acs1
2012,"45820","Topeka, KS Metro Area",116400,506,acs1
2013,"45820","Topeka, KS Metro Area",117100,529,acs1
2014,"45820","Topeka, KS Metro Area",117500,520,acs1
2015,"45820","Topeka, KS Metro Area",120700,571,acs1
2016,"45820","Topeka, KS Metro Area",129200,572,acs1
2017,"45820","Topeka, KS Metro Area",133900,568,acs1
2018,"45820","Topeka, KS Metro Area",132600,595,acs1
2019,"45820","Topeka, KS Metro Area",138400,627,acs1
2011,"45860","Torrington, CT Micro Area",272700,754,acs1
2012,"45860","Torrington, CT Micro Area",265500,775,acs1
2013,"45860","Torrington, CT Micro Area",248400,758,acs1
2014,"45860","Torrington, CT Micro Area",250500,746,acs1
2015,"45860","Torrington, CT Micro Area",255900,813,acs1
2016,"45860","Torrington, CT Micro Area",248300,806,acs1
2017,"45860","Torrington, CT Micro Area",243000,836,acs1
2018,"45860","Torrington, CT Micro Area",260700,862,acs1
2019,"45860","Torrington, CT Micro Area",256100,858,acs1
2011,"45900","Traverse City, MI Micro Area",166300,651,acs1
2012,"45900","Traverse City, MI Micro Area",164400,647,acs1
2013,"45900","Traverse City, MI Micro Area",157500,641,acs1
2014,"45900","Traverse City, MI Micro Area",163100,662,acs1
2015,"45900","Traverse City, MI Micro Area",165100,702,acs1
2016,"45900","Traverse City, MI Micro Area",175200,756,acs1
2017,"45900","Traverse City, MI Micro Area",201300,749,acs1
2018,"45900","Traverse City, MI Micro Area",196100,749,acs1
2019,"45900","Traverse City, MI Micro Area",211100,792,acs1
2011,"45940","Trenton, NJ Metro Area",293600,908,acs1
2012,"45940","Trenton, NJ Metro Area",282700,929,acs1
2013,"45940","Trenton, NJ Metro Area",272900,926,acs1
2014,"45940","Trenton, NJ Metro Area",275200,967,acs1
2015,"45940","Trenton, NJ Metro Area",272000,992,acs1
2016,"45940","Trenton, NJ Metro Area",283600,997,acs1
2017,"45940","Trenton, NJ Metro Area",284600,1009,acs1
2018,"45940","Trenton, NJ Metro Area",293800,1110,acs1
2019,"45940","Trenton, NJ Metro Area",289700,1136,acs1
2011,"46060","Tucson, AZ Metro Area",173200,648,acs1
2012,"46060","Tucson, AZ Metro Area",165700,648,acs1
2013,"46060","Tucson, AZ Metro Area",153500,657,acs1
2014,"46060","Tucson, AZ Metro Area",155300,682,acs1
2015,"46060","Tucson, AZ Metro Area",158400,687,acs1
2016,"46060","Tucson, AZ Metro Area",165900,689,acs1
2017,"46060","Tucson, AZ Metro Area",170300,716,acs1
2018,"46060","Tucson, AZ Metro Area",182300,748,acs1
2019,"46060","Tucson, AZ Metro Area",198100,758,acs1
2011,"46100","Tullahoma-Manchester, TN Micro Area",118100,426,acs1
2012,"46100","Tullahoma-Manchester, TN Micro Area",115700,402,acs1
2014,"46100","Tullahoma-Manchester, TN Micro Area",100500,510,acs1
2015,"46100","Tullahoma-Manchester, TN Micro Area",115500,471,acs1
2016,"46100","Tullahoma-Manchester, TN Micro Area",121800,477,acs1
2017,"46100","Tullahoma-Manchester, TN Micro Area",126000,493,acs1
2018,"46100","Tullahoma-Manchester, TN Micro Area",141800,518,acs1
2019,"46100","Tullahoma-Manchester, TN Micro Area",151900,580,acs1
2011,"46140","Tulsa, OK Metro Area",128400,541,acs1
2012,"46140","Tulsa, OK Metro Area",126800,548,acs1
2013,"46140","Tulsa, OK Metro Area",128400,571,acs1
2014,"46140","Tulsa, OK Metro Area",128100,587,acs1
2015,"46140","Tulsa, OK Metro Area",133100,611,acs1
2016,"46140","Tulsa, OK Metro Area",141800,632,acs1
2017,"46140","Tulsa, OK Metro Area",143400,642,acs1
2018,"46140","Tulsa, OK Metro Area",150700,663,acs1
2019,"46140","Tulsa, OK Metro Area",154600,676,acs1
2011,"46180","Tupelo, MS Micro Area",94200,436,acs1
2012,"46180","Tupelo, MS Micro Area",95700,458,acs1
2013,"46180","Tupelo, MS Micro Area",90300,485,acs1
2014,"46180","Tupelo, MS Micro Area",96400,493,acs1
2015,"46180","Tupelo, MS Micro Area",116800,478,acs1
2016,"46180","Tupelo, MS Micro Area",118400,521,acs1
2017,"46180","Tupelo, MS Micro Area",112100,542,acs1
2018,"46180","Tupelo, MS Micro Area",118000,563,acs1
2019,"46180","Tupelo, MS Micro Area",121400,604,acs1
2011,"46220","Tuscaloosa, AL Metro Area",145500,551,acs1
2012,"46220","Tuscaloosa, AL Metro Area",144700,547,acs1
2013,"46220","Tuscaloosa, AL Metro Area",150200,514,acs1
2014,"46220","Tuscaloosa, AL Metro Area",139200,545,acs1
2015,"46220","Tuscaloosa, AL Metro Area",145100,606,acs1
2016,"46220","Tuscaloosa, AL Metro Area",156400,566,acs1
2017,"46220","Tuscaloosa, AL Metro Area",161000,618,acs1
2018,"46220","Tuscaloosa, AL Metro Area",158500,639,acs1
2019,"46220","Tuscaloosa, AL Metro Area",163800,636,acs1
2012,"46300","Twin Falls, ID Micro Area",153800,560,acs1
2013,"46300","Twin Falls, ID Micro Area",138900,550,acs1
2014,"46300","Twin Falls, ID Micro Area",141200,600,acs1
2015,"46300","Twin Falls, ID Micro Area",150700,564,acs1
2016,"46300","Twin Falls, ID Micro Area",138700,629,acs1
2017,"46300","Twin Falls, ID Micro Area",160500,670,acs1
2018,"46300","Twin Falls, ID Micro Area",163400,648,acs1
2019,"46300","Twin Falls, ID Micro Area",182200,628,acs1
2011,"46340","Tyler, TX Metro Area",118800,633,acs1
2012,"46340","Tyler, TX Metro Area",120000,634,acs1
2013,"46340","Tyler, TX Metro Area",121100,640,acs1
2014,"46340","Tyler, TX Metro Area",127700,680,acs1
2015,"46340","Tyler, TX Metro Area",147000,668,acs1
2016,"46340","Tyler, TX Metro Area",145500,711,acs1
2017,"46340","Tyler, TX Metro Area",153100,725,acs1
2018,"46340","Tyler, TX Metro Area",155900,724,acs1
2019,"46340","Tyler, TX Metro Area",168300,785,acs1
2014,"46520","Urban Honolulu, HI Metro Area",556300,1331,acs5
2015,"46520","Urban Honolulu, HI Metro Area",564400,1383,acs5
2016,"46520","Urban Honolulu, HI Metro Area",580200,1415,acs5
2017,"46520","Urban Honolulu, HI Metro Area",602700,1433,acs5
2018,"46520","Urban Honolulu, HI Metro Area",626400,1488,acs5
2019,"46520","Urban Honolulu, HI Metro Area",649800,1535,acs5
2011,"46540","Utica-Rome, NY Metro Area",101900,511,acs1
2012,"46540","Utica-Rome, NY Metro Area",105900,522,acs1
2013,"46540","Utica-Rome, NY Metro Area",110000,515,acs1
2014,"46540","Utica-Rome, NY Metro Area",109000,529,acs1
2015,"46540","Utica-Rome, NY Metro Area",110100,549,acs1
2016,"46540","Utica-Rome, NY Metro Area",112200,585,acs1
2017,"46540","Utica-Rome, NY Metro Area",120200,574,acs1
2018,"46540","Utica-Rome, NY Metro Area",118000,589,acs1
2019,"46540","Utica-Rome, NY Metro Area",129800,616,acs1
2011,"46660","Valdosta, GA Metro Area",128200,563,acs1
2012,"46660","Valdosta, GA Metro Area",129800,544,acs1
2013,"46660","Valdosta, GA Metro Area",126500,586,acs1
2014,"46660","Valdosta, GA Metro Area",117100,544,acs1
2015,"46660","Valdosta, GA Metro Area",110900,518,acs1
2016,"46660","Valdosta, GA Metro Area",129800,551,acs1
2017,"46660","Valdosta, GA Metro Area",131000,561,acs1
2018,"46660","Valdosta, GA Metro Area",123600,615,acs1
2019,"46660","Valdosta, GA Metro Area",136900,562,acs1
2011,"46700","Vallejo-Fairfield, CA Metro Area",262600,1096,acs1
2012,"46700","Vallejo-Fairfield, CA Metro Area",256400,1096,acs1
2013,"46700","Vallejo-Fairfield, CA Metro Area",234900,1115,acs1
2014,"46700","Vallejo-Fairfield, CA Metro Area",259800,1145,acs1
2015,"46700","Vallejo-Fairfield, CA Metro Area",304100,1161,acs1
2016,"46700","Vallejo-Fairfield, CA Metro Area",344900,1201,acs1
2017,"46700","Vallejo-Fairfield, CA Metro Area",377900,1297,acs1
